Ngay,mucNuocHN,nuocVeHoaBinh,chayMayHoaBinh,nuocVeTuyenQuang,chayMayTuyenQuan,nuocVeThacBa,chayMayThacBa
11/04/2013,125,810,1317,84.7,174.931,60.942,30.243
12/04/2013,144,820,1221,117.8,165.673,30.711,0
13/04/2013,141,520,1085,97.9,188.13,72.204,0
14/04/2013,146,650,1129,97.5,170.186,61.544,10.015
15/04/2013,150,1040,1373,92.6,176.304,72.382,0
16/04/2013,149,960,1480,84.9,183.866,53.818,23
17/04/2013,161,1300,1499,83,173.894,102.368,29.843
18/04/2013,174,1430,1733,86.9,163.415,37.005,68.7
19/04/2013,182,1240,1540,74.6,59.756,55.949,25.108
20/04/2013,186,620,1469,60.9,0,54.451,86.123
21/04/2013,173,763,1720,74.3,43.881,36.443,171.918
22/04/2013,180,832,1694,77.3,194.461,96.835,107.57
23/04/2013,186,1150,1951,68,212.753,83.682,135.815
24/04/2013,189,1070,1675,78.3,201.239,60.348,112.373
25/04/2013,197,1570,1723,72.8,184.125,172.135,141.472
26/04/2013,211,1630,1269,102.5,166.267,6.519,37.833
27/04/2013,197,770,1501,112.1,83.527,63.433,53.433
28/04/2013,192,493,1430,26.9,0,79.104,7.115
29/04/2013,194,655,1270,77.8,0,89.476,17.379
30/04/2013,190,280,1126,67.7,0,155.308,0
01/05/2013,178,217,485,302.8,0,135.014,0
02/05/2013,177,840,1202,273.9,184.472,119.518,151.238
03/05/2013,198,964,1567,264.4,203.75,116.846,252.488
04/05/2013,241,796,1354,268.7,195.816,137.324,272.383
05/05/2013,254,317,720,232.3,121.52,158.389,272.26
06/05/2013,237,612,1061,241.9,191.807,132.68,184.455
07/05/2013,207,820,1309,192,192.649,116.352,229.58
08/05/2013,208,1010,1275,210,193.031,207.927,259.38
09/05/2013,231,1300,1439,225.2,189.706,178.941,271.125
10/05/2013,238,1140,1278,249.2,203.429,129.314,221.2
11/05/2013,232,840,1041,211.8,196.501,310.799,260.08
12/05/2013,219,870,1086,175.2,0,330.808,75.495
13/05/2013,204,1230,1576,151.2,0,181.294,191.803
14/05/2013,210,1090,1567,132.6,189.902,202.267,192.267
15/05/2013,218,2320,1715,142.4,223.025,140.262,171.243
16/05/2013,224,2190,2176,146.5,329.26,129.411,180.793
17/05/2013,238,1600,2353,128,409.225,164.232,154.232
18/05/2013,268,940,2329,121.8,378.076,23.49,33.927
19/05/2013,258,720,1890,100.5,92.532,40.411,132.417
20/05/2013,246,1390,2366,111.3,332.611,79.415,191.429
21/05/2013,242,1480,2333,231.9,366.393,196.549,44.158
22/05/2013,246,1760,2117,309.2,462.342,129.186,220.953
23/05/2013,263,1755,2333,247.4,299.186,346.927,71.713
24/05/2013,276,1410,1959,204.9,333.403,233.167,120.625
25/05/2013,289,1410,2440,180.5,236.692,173.829,81.581
26/05/2013,308,1613,2255,190.7,331.943,136.315,126.315
27/05/2013,288,1570,2382,194.4,331.736,49.711,121.958
28/05/2013,285,1569,2415,158.2,350.384,-11.374,224.797
29/05/2013,297,1360,2330,313.8,370.022,116.138,147
30/05/2013,301,1091,2313,476,335.166,165.375,94.065
31/05/2013,311,1050,2334,514.6,234.26,81.814,112.7
01/06/2013,328,1795,2363,407.3,258.531,29.009,121.133
02/06/2013,315,1620,2369,529.5,308.15,124.703,277.483
03/06/2013,300,1380,2361,615,327.726,69.723,322.614
04/06/2013,299,1500,2357,478,326.959,82.43,333.308
05/06/2013,292,1584,2337,605.4,357.081,127.9,317.205
06/06/2013,300,1879,2322,646.7,401.823,111.469,299.583
07/06/2013,315,1970,2332,617.3,372.607,115.981,184.893
08/06/2013,328,1940,2330,475.9,404.521,128.439,0
09/06/2013,320,1898,2322,435.4,399.898,89.198,0
10/06/2013,294,2735,2346,630,416.708,315.046,146.078
11/06/2013,305,1903,2292,548.9,392.693,300.782,151.06
12/06/2013,345,1760,2319,399,388.456,109.578,239.3
13/06/2013,357,1655,2291,329.1,426.977,35.218,302.91
14/06/2013,336,1822,2317,268.5,427.382,39.117,206.4
15/06/2013,304,1713,2265,245.8,403.362,79.751,206.97
16/06/2013,288,1600,2282,228.2,419.9,89.093,137.723
17/06/2013,278,1630,2086,218.1,416.91,91.265,61.734
18/06/2013,267,3150,1421,237.1,412.715,49.098,0
19/06/2013,233,3190,1872,234.1,385.427,196.219,49
20/06/2013,224,2975,2050,253.6,408.624,169.306,119.993
21/06/2013,261,2930,1960,247,416.592,119.021,246.407
22/06/2013,282,3135,2179,232.5,361.364,150.554,101.36
23/06/2013,299,3054,1999,195.6,39.85,153.528,5.975
24/06/2013,298,4060,1301,196.9,374.425,63.022,190.575
25/06/2013,266,2990,1930,232,404.584,56.057,202.545
26/06/2013,299,1490,2360,263.4,397.81,80.184,225.909
27/06/2013,326,1570,2390,339.2,513.857,38.243,260.4
28/06/2013,316,1800,2370,720.6,687.521,47.31,267.75
29/06/2013,316,690,2260,571.5,529.682,-3.516,253.16
30/06/2013,310,745,1870,871.2,419.906,71.789,194.25
01/07/2013,298,795,1980,766.8,424.636,56.312,196.98
02/07/2013,295,1600,2160,1087.5,660.288,122.646,168.95
03/07/2013,318,3010,1870,2024.7,680.635,104.717,169.622
04/07/2013,341,2760,1970,1421.7,736.792,204.928,157.5
05/07/2013,367,2670,2250,1132.5,721.635,210.976,163.5
06/07/2013,375,2390,2120,939.1,717.848,242.175,119.46
07/07/2013,391,3370,1690,1072.1,711.868,258.213,59.4
08/07/2013,353,3310,1940,1910.3,699.207,259.459,173.6
09/07/2013,356,3410,1990,1855.4,688.888,221.601,173.6
10/07/2013,367,3600,1920,1646.7,696.958,349.446,148.725
11/07/2013,438,3730,1820,1293.3,714.72,261.23,136.225
12/07/2013,455,3510,1980,1025.4,734.748,327.691,163.683
13/07/2013,453,3380,2020,881.2,713.954,360.063,234.056
14/07/2013,431,3420,2050,720.8,685.159,275.284,168.283
15/07/2013,405,3320,2220,848.7,690.823,294.233,225.89
16/07/2013,387,3020,2420,923.6,673.149,261.268,212.313
17/07/2013,408,3290,2450,1100.6,683.714,319.909,212.313
18/07/2013,431,3170,2460,998.9,713.979,421.613,156.468
19/07/2013,456,3110,2480,1089.5,714.125,630.126,143.796
20/07/2013,505,3080,2480,937.9,717.9,564.771,112.106
21/07/2013,542,2580,2480,938.9,727.604,923.422,52.325
22/07/2013,552,3010,2480,926.3,729.679,759.603,121.674
23/07/2013,556,3090,2470,1005.8,718.865,620.386,57.516
24/07/2013,536,2780,2480,982.9,699.044,511.512,157.286
25/07/2013,507,3180,2470,826.9,694.116,403.643,176.955
26/07/2013,472,3360,2460,825.2,693.976,412.739,141.143
27/07/2013,444,2980,2480,815.3,687.104,403.571,64.169
28/07/2013,440,4680,2490,874.2,686.383,541.641,199.563
29/07/2013,464,4460,2460,940.3,685.337,641.048,139.163
30/07/2013,569,4270,2450,1137.9,723.882,695.49,73.95
31/07/2013,663,3920,2440,984.5,706.141,850.95,81.75
01/08/2013,636,3940,2410,805.7,717.77,630.662,130.8
02/08/2013,588,5410,2400,710.4,723.517,366.617,97.933
03/08/2013,589,5310,2420,712.5,732.593,579.589,24.063
04/08/2013,656,5210,2430,1386.6,721.778,866.417,159.63
05/08/2013,719,3860,2360,1412.6,691.999,1435.286,250.06
06/08/2013,709,3780,2390,1063.8,684.393,888.003,255.085
07/08/2013,644,3630,2370,885.6,679.051,804.159,290.49
08/08/2013,585,3660,2360,895.7,673.193,724.409,257.054
09/08/2013,604,2890,2360,939.8,666.847,806.323,154.74
10/08/2013,660,3470,2360,941.9,655.48,954.072,164.4
11/08/2013,653,3050,2370,789.7,659.117,707.542,171.84
12/08/2013,634,3320,2330,692,659.238,599.899,219.09
13/08/2013,622,3860,2230,605.3,656.698,543.221,323.46
14/08/2013,601,3560,2140,547.6,657.842,285,363
15/08/2013,544,3650,2200,532.8,661.852,321.18,364.2
16/08/2013,461,2970,2330,541.7,659.367,337.598,354.09
17/08/2013,419,2190,2330,475.5,665.179,299.591,342.54
18/08/2013,402,2050,2330,499.4,667.086,301.078,343.98
19/08/2013,397,2510,2330,509.5,670.158,369.47,333.025
20/08/2013,401,1980,2330,779.5,674.011,327.625,317.625
21/08/2013,405,2750,2350,688.5,672.523,312.5,302.5
22/08/2013,421,2490,2340,592.4,672.413,244.497,287.375
23/08/2013,437,2130,2340,539.1,674.294,238.289,281.12
24/08/2013,425,2280,2310,1140.4,663.351,392.739,303.475
25/08/2013,412,2530,2130,2622.6,579.517,608.962,307.417
26/08/2013,438,2780,2160,1891.3,623.875,539.507,316.575
27/08/2013,504,2020,2310,1287.7,612.113,325.525,315.525
28/08/2013,492,1830,2350,973.4,604.147,308.884,325.542
29/08/2013,442,1910,2330,869,598.57,316.667,333.313
30/08/2013,406,1670,2350,971.9,595.454,353.314,263.34
31/08/2013,393,1360,2290,1379.8,588.284,646.576,208.25
01/09/2013,425,680,1790,1169.2,582.461,513.081,206.85
02/09/2013,436,1110,280,932.7,578.577,358.701,186.517
03/09/2013,369,2660,670,863,559.269,595.06,286.617
04/09/2013,325,3390,770,1206.7,571.023,661.865,269.958
05/09/2013,375,5950,1340,921.7,519.813,965.3,322.85
06/09/2013,613,7050,1650,854.1,293.929,601.328,286.642
07/09/2013,666,2970,1750,711.8,309.223,454.399,166.17
08/09/2013,560,3470,1430,705.4,249.778,418.077,156.66
09/09/2013,471,3050,1700,659.8,384.968,324.99,258.99
10/09/2013,447,3190,1940,620.7,381.153,378.655,200.37
11/09/2013,443,2910,1920,553.5,331.473,280.903,270.903
12/09/2013,415,3540,1950,506.5,237.093,313.419,134.709
13/09/2013,404,3370,1970,485.6,326.205,275.762,237.602
14/09/2013,451,2960,2120,521,353.852,269.58,146.823
15/09/2013,461,1530,2100,612,562.803,277.323,295.53
16/09/2013,416,1920,1390,501,435.752,333.737,295.53
17/09/2013,361,2470,1810,553.4,120.748,185.219,147
18/09/2013,337,2280,2210,502.9,100.204,129.98,119.98
19/09/2013,338,2380,2200,436,63.686,136.142,97.912
20/09/2013,343,2720,2220,425.3,71.694,232.024,108.983
21/09/2013,331,2260,2220,383.1,80.394,220.945,126.041
22/09/2013,356,2270,2230,320.7,7.396,203.994,108.983
23/09/2013,333,2440,2210,281.1,103.152,142.245,219.66
24/09/2013,322,2100,2190,379.9,210.626,209.633,297.33
25/09/2013,322,1510,1760,309.5,237.266,277.09,349.8
26/09/2013,321,1400,1230,368.9,293.657,312.69,274.53
27/09/2013,295,1500,1240,320.1,222.395,81.363,296.31
28/09/2013,294,1520,1420,313.8,241.189,82.119,296.31
29/09/2013,284,1560,1720,289.3,328.139,161.237,123.255
30/09/2013,273,1430,1700,264,278.135,156.088,230
01/10/2013,275,1390,1340,264.6,294.636,141.819,215.625
02/10/2013,257,1580,1450,248.5,251.544,135.073,152.985
03/10/2013,244,1310,1280,245,227.901,63.845,137.508
04/10/2013,240,1250,1380,275,270.584,185.384,147.508
05/10/2013,239,1220,1210,236,206.326,135.841,123.717
06/10/2013,234,970,980,210,175.358,53.158,98.875
07/10/2013,215,1080,1280,209.4,257.719,105.443,123.283
08/10/2013,203,1080,1320,200.7,306.281,100.296,118.125
09/10/2013,211,1360,1300,214,278.149,104.167,94.167
10/10/2013,214,1160,1350,204.3,283.766,168.322,74.8
11/10/2013,210,1240,1320,202.7,245.872,104.167,94.167
12/10/2013,212,1440,1450,176.3,241.17,160.714,122.85
13/10/2013,224,1250,1590,215.5,359.961,104.986,122.85
14/10/2013,228,1070,1530,210,388.016,114.914,132.767
15/10/2013,241,1320,1480,205.6,370.033,67.731,113.4
16/10/2013,240,811,1360,198.8,370.849,168.322,74.8
17/10/2013,224,810,1030,192.6,221.725,252.163,74.8
18/10/2013,214,773,870,232.2,113.562,159.716,93.833
19/10/2013,207,795,879,229.4,115.338,123,113
20/10/2013,210,574,625,210.8,86.758,47.058,176.675
21/10/2013,204,682,544,202.8,124.883,42.579,171.9
22/10/2013,183,761,847,182.3,123.727,110.196,128.025
23/10/2013,181,952,932,178.8,259.945,123.4,113.4
24/10/2013,176,698,666,190.8,271.073,77.661,123.283
25/10/2013,178,734,561,185.4,79.145,68.225,113.8
26/10/2013,179,814,488,142.9,25.326,135.155,41.775
27/10/2013,180,678,388,148.7,91.903,137.867,127.867
28/10/2013,174,949,611,155.4,74.477,97.222,142.75
29/10/2013,165,925,656,146.8,116.116,72.397,6.869
30/10/2013,157,1220,776,160.7,119.447,138.547,45.167
31/10/2013,164,1740,729,160.5,115.035,98.845,33.199
01/11/2013,161,1420,1350,136.8,134.607,64.541,137.992
02/11/2013,165,942,1190,166.2,108.74,102.216,92.216
03/11/2013,176,1210,1030,139.8,82.298,63.446,53.446
04/11/2013,196,1190,988,138.9,105.579,94.59,84.59
05/11/2013,182,1320,1160,155.4,138.377,76.397,94.167
06/11/2013,192,1380,1560,133.1,141.426,149.245,55.9
07/11/2013,209,1200,1310,132.7,116.627,99.458,89.458
08/11/2013,212,1270,1250,144.3,144.224,65.455,27.65
09/11/2013,196,996,1170,138.4,108.27,122.47,28.984
10/11/2013,188,600,996,122.6,290.886,97.975,32.258
11/11/2013,176,758,988,138.5,393.391,14.892,171.9
12/11/2013,187,1020,1170,205.1,428.96,48.592,94.167
13/11/2013,189,1160,1250,173.8,291.792,109.225,99.225
14/11/2013,187,1060,1160,120.5,146.689,118.675,108.675
15/11/2013,176,966,1010,127,113.038,77.756,123.283
16/11/2013,175,772,1010,125.3,106.716,74.891,37.133
17/11/2013,168,451,467,119.8,51.012,135.69,70.139
18/11/2013,163,271,370,110.4,0,103.243,65.45
19/11/2013,145,508,476,114.4,6.324,57.012,158.114
20/11/2013,143,469,378,111.2,0,65.79,111.271
21/11/2013,138,325,329,111.2,0,73.109,118.542
22/11/2013,132,501,386,117.2,6.967,79.669,125.055
23/11/2013,126,452,373,102.3,0,76.358,94.033
24/11/2013,122,267,282,102.3,0,78.496,68.496
25/11/2013,108,364,308,93.4,0,26.62,99.575
26/11/2013,98,588,473,102.3,0,42.393,170.414
27/11/2013,102,548,433,89,21.876,95.914,168.585
28/11/2013,94,450,430,80.9,102.993,88.554,188.617
29/11/2013,86,291,306,95.2,103.015,106.103,178.525
30/11/2013,93,536,290,85.7,79.684,197.472,105.05
01/12/2013,105,826,283,110,147.133,16.355,198.508
02/12/2013,112,856,634,106,146.561,47.618,119.792
03/12/2013,129,598,519,102.2,154.739,55.596,209.625
04/12/2013,141,716,756,92,153.19,24.432,178.035
05/12/2013,146,537,577,95.8,121.451,34.314,160.325
06/12/2013,144,600,485,91.4,100.964,35.842,161.557
07/12/2013,138,457,402,92.7,56.649,41.371,220.875
08/12/2013,134,339,355,82.6,0,93.397,191.425
09/12/2013,120,407,375,79.8,53.845,72.231,197
10/12/2013,107,294,285,84.8,43.878,77.452,201.925
11/12/2013,95,216,291,77.8,32.656,-2.241,202.3
12/12/2013,86,391,395,88.8,37.644,32.405,289.517
13/12/2013,90,435,415,96.7,110.47,51.078,280.467
14/12/2013,108,378,405,165.9,280.775,217.366,260.433
15/12/2013,124,1100,759,207.6,35.431,275.81,0
16/12/2013,119,2670,1520,531.8,330.128,337.954,34.196
17/12/2013,257,2910,1710,441.7,546.151,437.807,51.863
18/12/2013,336,1860,2140,352.8,561.052,261.271,89.443
19/12/2013,319,1770,2180,317.4,524.076,253.542,0
20/12/2013,300,1440,1740,274.9,344.126,205.852,32.958
21/12/2013,261,1270,1520,226.9,351.817,255.139,0
22/12/2013,226,853,959,212.5,217.519,48.433,11.136
23/12/2013,197,962,728,165.3,160.63,91.961,0
24/12/2013,156,899,357,145.2,113.404,78.907,14.207
25/12/2013,122,501,540,120.6,6.945,124.167,4.625
26/12/2013,102,874,498,102.3,1.309,119.731,0
27/12/2013,91,1320,1480,138,0,78.861,13.925
28/12/2013,120,596,933,111.2,0,121.378,193.765
29/12/2013,146,371,387,111.2,0,171.481,51.608
30/12/2013,134,709,709,122.2,106.72,81.663,44.165
31/12/2013,128,445.997,0,110,0,120,0
01/01/2014,118,932,513,123.2,300.822,37.557,0
02/01/2014,126,1020,632,141.2,198.403,29.193,46.75
03/01/2014,136,407,587,102.5,191.959,56.057,18.5
04/01/2014,142,506,580,102.2,133.901,109.623,16.881
05/01/2014,127,295,488,107.6,0,51.925,41.925
06/01/2014,114,452,444,95.9,87.749,48.324,65.917
07/01/2014,112,677,491,76.7,25.569,24.494,42.075
08/01/2014,94,750,553,84.4,0,90.376,52.795
09/01/2014,74,977,792,75.5,1.226,14.949,114.2
10/01/2014,84,414,793,75.5,0,30.545,75.6
11/01/2014,116,379,1480,131.4,394.911,61.444,353.4
12/01/2014,151,180,1590,162.9,558.497,10.788,355.8
13/01/2014,196,271,1850,133.5,563.364,13.987,357
14/01/2014,218,354,2065,146.6,566.608,-9.732,358.2
15/01/2014,238,512,1880,152.7,567.622,21.739,360.6
16/01/2014,245,362,1700,152.2,571.734,78.172,361.8
17/01/2014,240,1420,1590,145.5,571.778,74.578,330.27
18/01/2014,222,545,305,119.2,135.116,114.516,78
19/01/2014,171,1130,58,93.3,0,118.369,28.75
20/01/2014,112,548,66,93.3,0,67.811,110.903
21/01/2014,70,565,90,75.5,0,69.848,112.892
22/01/2014,58,425,1560,123.9,433.408,4.22,364.2
23/01/2014,108,55,2020,149.1,583.343,-17.232,366.6
24/01/2014,195,157,2260,144.9,588.082,-13.368,367.8
25/01/2014,234,173,2230,105.5,593.787,69.484,370.5
26/01/2014,240,204,2300,154.7,597.037,-64.686,363
27/01/2014,248,357,2250,159.6,598.961,1.649,375
28/01/2014,253,363,2140,160,609.341,31.111,376.5
29/01/2014,259,319,785,128.4,271.475,43.652,185.25
30/01/2014,223,795,157,104.8,109.09,56.961,122.6
31/01/2014,143,515,153,55.6,11.32,122.843,62.428
01/02/2014,106,704,21,67.6,0,74.637,89.85
02/02/2014,97,711,29,59.8,0,82.209,122.6
03/02/2014,75,267,68,59.8,0,133.767,73.376
04/02/2014,55,389,158,44,0,35.213,0
05/02/2014,55,707,2060,97.4,446.811,-10.987,381
06/02/2014,133,321,2320,126.4,619.792,18.394,382.5
07/02/2014,219,486,2220,140.8,627.829,-49.606,385.8
08/02/2014,247,147,2130,116.1,631.227,-42.764,388.8
09/02/2014,252,254,1980,123.5,642.55,-10.104,392.4
10/02/2014,247,213,1880,104.2,650.666,-6.175,393.9
11/02/2014,248,151,1790,162.4,657.539,0.554,397.2
12/02/2014,244,320,1860,164,664.313,7.285,400.5
13/02/2014,237,111,1770,165.1,667.529,39.537,405.9
14/02/2014,235,731,1169,89.4,10.217,-1.175,408.6
15/02/2014,209,194,758,46,0,2.243,385.164
16/02/2014,170,1020,93,59.9,0,76.347,89.353
17/02/2014,111,1430,270,81.3,207.9,43.281,125.187
18/02/2014,77,980,85,75.2,0,60.97,257.063
19/02/2014,43,1330,198,74,214.635,46.916,287.5
20/02/2014,51,1040,190,78.6,266.371,106.742,345.888
21/02/2014,71,1060,462,82.1,277.989,33.339,203.633
22/02/2014,98,990,417,112.4,286.838,91.432,193.729
23/02/2014,117,907,101,60,0,48.694,105.93
24/02/2014,123,675,219,66.8,0,93.981,128.745
25/02/2014,121,1120,557,87.6,0,72.371,329.959
26/02/2014,125,1610,385,80.6,0,28.935,328.958
27/02/2014,125,1500,246,66.8,0,53.62,219.729
28/02/2014,113,1120,233,68.2,63.185,52.022,391.958
01/03/2014,105,957,314,68.9,0,28.756,408.793
02/03/2014,106,691,188,74.4,0,76.746,324.63
03/03/2014,97,485,421,59.5,27.129,68.758,292.647
04/03/2014,90,695,368,60.7,34.397,97.636,361.375
05/03/2014,85,736,415,51.8,56.212,-12.828,313.782
06/03/2014,72,911,379,61.2,57.215,63.953,387.515
07/03/2014,86,1300,660,59.3,86.211,25.659,284.433
08/03/2014,102,807,546,83.2,87.309,103.829,319.682
09/03/2014,120,639,411,68.1,43.539,39.393,355.333
10/03/2014,117,619,433,61.7,77.279,62.666,295.12
11/03/2014,113,703,521,61.3,86.677,-4.598,385.68
12/03/2014,123,592,528,67.3,118.229,10.635,376.483
13/03/2014,120,1060,646,73.5,119.571,11.418,392.4
14/03/2014,111,809,535,73.9,160.495,-10.865,384.533
15/03/2014,108,940,710,89.9,165.248,-14.892,375.247
16/03/2014,117,568,448,69,120.169,15.532,400.41
17/03/2014,109,701,449,67.3,218.901,5.961,293.289
18/03/2014,89,1070,827,61.7,175.163,35.951,375.06
19/03/2014,105,1100,868,69.5,177.367,8.127,377.97
20/03/2014,111,1070,949,65.2,182.548,10.249,375.827
21/03/2014,114,1040,737,93.4,177.345,-11.304,384
22/03/2014,119,1230,861,110.2,178.634,10.414,295.925
23/03/2014,137,574,543,100.4,100.275,24.309,374.584
24/03/2014,148,740,564,119.6,163.705,56.967,317.925
25/03/2014,156,1000,805,174.4,155.422,159.3,166.133
26/03/2014,162,1140,798,115.7,148.921,72.113,196.349
27/03/2014,160,1140,988,110.2,154.627,39.355,146.183
28/03/2014,164,1190,887,107.2,160.213,73.583,262.497
29/03/2014,151,778,790,120.2,143.644,82.579,318.8
30/03/2014,142,609,731,101.5,70.679,85.359,254.211
31/03/2014,128,769,727,99.8,153.949,105.411,63
01/04/2014,101,791,637,91.9,145.213,93.87,132.469
02/04/2014,100,794,808,81.5,188.65,110.13,132.469
03/04/2014,103,607,832,109.7,177.414,109.697,83.533
04/04/2014,108,1160,805,178.4,154.495,106.164,15.167
05/04/2014,106,988,934,208.5,163.607,140.218,0
06/04/2014,122,1500,1230,239.5,148.324,70.349,44.018
07/04/2014,145,1657,1090,207.9,203.169,235.005,77.488
08/04/2014,168,2100,1517,179.7,217.401,138.73,95.817
09/04/2014,186,1611,1231,163,46.456,149.847,105.886
10/04/2014,184,1690,1816,158.9,207.366,123.738,80.729
11/04/2014,179,1741,1991,118.8,309.988,146.369,119.846
12/04/2014,176,1623,1974,144.4,317.622,89.478,96
13/04/2014,206,1503,2011,126.1,56.624,107.512,130.521
14/04/2014,196,1740,2010,133.7,340.024,53.121,158.275
15/04/2014,188,1770,1990,129.8,324.959,33.299,170.493
16/04/2014,190,1620,2180,122.5,316.941,60.391,115.5
17/04/2014,208,1320,1990,132.5,329.817,34.04,121.344
18/04/2014,213,1200,2010,131.1,300.312,14.849,149.998
19/04/2014,213,1140,1990,135.6,359.481,79.413,53.333
20/04/2014,214,1130,1910,73.8,156.941,88.392,62.3
21/04/2014,218,1520,2050,87.3,309.448,28.109,178.489
22/04/2014,218,1660,1710,98.7,312.416,58.829,128.57
23/04/2014,213,1590,2060,107.9,270.974,74.992,128.57
24/04/2014,220,1620,2030,95.5,242.804,71.185,108.742
25/04/2014,220,1500,2050,104.3,221.261,24.215,187.671
26/04/2014,214,1210,2010,93.7,179.641,56.493,46.493
27/04/2014,206,1530,2000,143.3,228.373,183.456,0
28/04/2014,210,1480,2030,192.4,414.057,71.496,156.288
29/04/2014,227,1530,2070,155.1,421.754,46.667,178.047
30/04/2014,234,1170,2050,179.1,37.391,51.676,104.2
01/05/2014,255,971,2050,190.9,31.909,114.144,25.958
02/05/2014,244,1540,2050,191.2,301.909,73.055,16
03/05/2014,243,1570,2100,154.3,424.96,62.255,36.546
04/05/2014,254,1730,2090,179.5,304.836,135.974,47.25
05/05/2014,265,1550,1990,212.8,346.764,32.123,163.611
06/05/2014,254,1350,2090,219.1,372.714,-1.709,144.363
07/05/2014,260,1540,2130,152.4,435.343,-0.962,190.141
08/05/2014,263,1750,2090,220.2,536.369,33.355,115.49
09/05/2014,260,1520,2110,157,573.652,18.92,131.096
10/05/2014,254,1450,2140,135.6,601.8,26.805,138.215
11/05/2014,251,895,2110,105.9,508.507,56.394,121.885
12/05/2014,243,1400,2050,120.7,479.206,22.677,177.705
13/05/2014,231,1370,2120,115.9,412.27,86.232,225
14/05/2014,242,851,2130,142.4,346.601,51.419,174.285
15/05/2014,238,754,2146,117,255.976,33.508,170
16/05/2014,233,976,2410,154.3,349.342,17.023,108.854
17/05/2014,235,902,2390,141.7,225.252,35.651,83.576
18/05/2014,248,752,2470,156.7,450.596,-24.929,237.6
19/05/2014,259,466,2430,114.4,501.297,40.178,228.22
20/05/2014,269,1130,2430,121.6,179.33,153.32,241.46
21/05/2014,274,1330,2310,147.1,370.542,-23.782,270.833
22/05/2014,263,1400,2210,121.9,348.723,-327.073,267.924
23/05/2014,256,1640,1890,111.4,265.135,36.087,183.316
24/05/2014,234,1140,1830,94.5,7.603,105.549,17.15
25/05/2014,212,931,1190,80,0,10,0
26/05/2014,152,1320,1390,86.6,71.045,62.506,0
27/05/2014,134,1610,2000,106.2,0,23.156,0
28/05/2014,165,1422,1800,154.1,0,49.541,0
29/05/2014,178,1350,1932,180.6,60.018,44.356,7.935
30/05/2014,190,2232,2017,130.3,16.739,95.586,6.035
31/05/2014,203,2028,1755,152.2,0,36.613,0
01/06/2014,202,1420,1670,108.1,0,76.742,0
02/06/2014,189,900,1730,99.4,4.742,58.124,7.935
03/06/2014,188,1470,1750,101.7,44.948,59.714,49.714
04/06/2014,182,160,2030,97.4,80.582,42.482,45.89
05/06/2014,194,1250,2160,130,0,23.408,0
06/06/2014,195,1358,1670,125.6,6.562,70.372,6.618
07/06/2014,174,1610,1744,329.5,22.408,56.93,73.831
08/06/2014,168,1260,1140,313.7,0,104.363,0
09/06/2014,175,910,2040,238.8,173.961,241.493,13.6
10/06/2014,206,2150,2050,475.2,461.491,187.113,39.371
11/06/2014,238,2310,1640,602,663.275,572.957,0
12/06/2014,262,1130,1670,454.3,608.862,124.893,0
13/06/2014,307,620,1730,380.8,629.735,169.23,0
14/06/2014,311,600,1240,240.1,35.488,112.083,0
15/06/2014,271,330,1150,181.7,46.302,48.496,38.496
16/06/2014,226,360,1620,206.3,239.891,25.285,204.4
17/06/2014,218,960,1740,460.6,336.625,35.066,283.575
18/06/2014,231,1480,1540,573.8,658.509,80.714,255
19/06/2014,248,1630,1850,626.4,661.942,88.639,358.2
20/06/2014,267,1860,2260,477.5,664.774,211.14,242.66
21/06/2014,294,1890,2250,375,443.596,68.809,72.625
22/06/2014,280,1250,1200,371.1,223.826,274.557,0
23/06/2014,241,510,1210,339.9,442.21,147.94,249.86
24/06/2014,213,460,1200,384.3,492.563,181.882,296.875
25/06/2014,230,500,1410,341.2,388.38,122.149,222.438
26/06/2014,228,500,1490,299.3,305.879,29.87,102.083
27/06/2014,224,2700,1380,258.6,431.379,70.741,88.05
28/06/2014,215,1640,1550,351.9,370.982,202.167,0
29/06/2014,225,1080,720,267.1,0,122.519,84.875
30/06/2014,221,340,1600,237.1,260.803,246.913,0
01/07/2014,216,670,1600,373.2,277.902,209.389,44.246
02/07/2014,244,1058,1930,356.7,232.142,191.049,124.273
03/07/2014,276,1050,1740,372.7,287.18,113.377,131.789
04/07/2014,279,2760,1270,459.2,453.795,143.343,288.75
05/07/2014,259,3490,600,1245.4,562.758,327.594,261.25
06/07/2014,243,3220,660,886.5,160.702,366.958,243.695
07/07/2014,266,3100,840,772.2,558.134,359.792,278.613
08/07/2014,232,2830,1260,611.2,649.545,355.96,345.96
09/07/2014,256,2680,1320,502.1,601.649,331.582,292.027
10/07/2014,274,1902,1550,453.5,661.344,406.336,281.635
11/07/2014,282,1650,1570,400.3,664.574,452.791,283.825
12/07/2014,297,2590,910,403.9,651.939,336.739,254.003
13/07/2014,296,1940,1050,385.3,445.101,350.59,340.59
14/07/2014,293,1496,1370,386,627.515,292.377,340.59
15/07/2014,311,1410,1110,389.5,618.524,352.701,5.357
16/07/2014,307,2560,1120,371.6,683.931,368.768,0
17/07/2014,310,2140,1420,408.3,667.79,399.97,101.054
18/07/2014,317,2150,1790,512.3,661.606,284.269,105.026
19/07/2014,332,2540,1720,473.3,608.41,305.74,0
20/07/2014,337,3100,1360,2378.6,382.912,614.441,0
21/07/2014,387,4100,1720,1894.4,469.976,858.579,26.945
