Ngay,mucNuocHN,nuocVeHoaBinh,chayMayHoaBinh,nuocVeTuyenQuang,chayMayTuyenQuan,nuocVeThacBa,chayMayThacBa
01/01/2008,120,498.815,259.499,0,0,23.23,90.2
02/01/2008,117,470.866,518.755,0,0,26.239,213.791
03/01/2008,139,423.816,615.242,0,0,24,175
04/01/2008,166,496.882,902.982,0,0,11,164
05/01/2008,179,501.232,1072.97,0,0,24,177
06/01/2008,199,346.358,393.919,0,0,5,65
07/01/2008,190,421.766,1109.965,0,0,18,154
08/01/2008,178,423.221,1037.933,0,0,26.152,187.601
09/01/2008,200,538.175,1033.09,0,0,24.047,161.976
10/01/2008,212,137.713,771.954,0,0,16.7,161.3
11/01/2008,203,447.116,892.031,0,0,5,148.652
12/01/2008,191,289.573,710.003,0,0,19,169
13/01/2008,190,313.485,336.812,0,0,33.993,79.408
14/01/2008,168,364.443,830.304,0,0,14,136
15/01/2008,153,390.697,808.875,0,0,22.78,170
16/01/2008,160,198.189,800.389,0,0,1.5,171
17/01/2008,166,267.896,729.651,0,0,16,185
18/01/2008,187,362.42,753.902,0,0,38,228.6
19/01/2008,234,412.973,941.15,0,0,62.6,230.1
20/01/2008,258,227.192,867.899,0,0,38.5,294.4
21/01/2008,271,347.71,985.902,0,0,7.4,268
22/01/2008,262,459.645,1004.665,0,0,24,230
23/01/2008,248,363.082,928.846,0,0,27,234
24/01/2008,238,317.479,723.588,0,0,9,193
25/01/2008,222,544.257,769.424,0,0,188,188.051
26/01/2008,224,303.122,617.816,0,0,19,201
27/01/2008,241,342.401,364.855,0,0,50.3,104.2
28/01/2008,217,313.641,560.424,0,0,38.5,134
29/01/2008,164,299.841,479.076,0,0,28,166
30/01/2008,137,685.273,707.663,0,0,27.8,249.6
31/01/2008,147,475.991,610.264,0,0,91,123
01/02/2008,178,547.547,525.176,0,0,101.066,80.036
02/02/2008,208,708.725,507.244,0,0,180,199
03/02/2008,232,630.428,518.382,0,250,3,263
04/02/2008,267,568.051,388.611,55.869,250,39,215
05/02/2008,270,554.605,307.54,49.074,170.171,45.631,169.605
06/02/2008,231,675.133,585.194,0,0,26.9,140
07/02/2008,203,297,454.358,0,0,56.9,46.9
08/02/2008,185,491.429,379.046,0,0,58,89
09/02/2008,151,326.544,259.076,0,0,47,57.7
10/02/2008,135,384.519,136.889,0,0,45,35
11/02/2008,117,392.66,144.642,0,0,51.4,61.9
12/02/2008,86,418.524,350.815,0,0,15,127
13/02/2008,91,338.873,316.297,0,0,52,147
14/02/2008,114,399.356,331.609,0,0,20.3,50.3
15/02/2008,127,448.437,403.257,0,0,66.7,178
16/02/2008,141,343.232,410.998,0,0,22.2,153.1
17/02/2008,149,404.1,268.538,0,0,10.7,101
18/02/2008,141,306.378,577.387,0,0,20.2,190
19/02/2008,144,435.328,795.954,0,0,33,242
20/02/2008,173,331.319,758.495,0,0,38,186
21/02/2008,195,256.403,570.424,0,0,59.5,187.1
22/02/2008,186,442.417,755.809,0,0,8,96
23/02/2008,166,294.173,629.252,0,0,369,85
24/02/2008,154,317.468,429.001,0,0,56.5,85.5
25/02/2008,142,375.746,798.838,0,0,36.205,94.844
26/02/2008,143,386.679,764.254,0,0,57,85.9
27/02/2008,168,386.321,961.995,0,0,7.823,105.204
28/02/2008,233,330.372,1057.911,0,0,27,171
29/02/2008,264,202.219,487.866,0,0,39.8,164
01/03/2008,232,416.222,482.063,0,0,58,86
02/03/2008,193,391.715,413.655,0,0,15,60
03/03/2008,195,288.221,441.716,0,0,7.8,150.6
04/03/2008,212,357.034,619.804,0,0,4.936,195.55
05/03/2008,227,362.501,668.481,0,0,14.594,166.243
06/03/2008,219,422,790,0,0,18,141
07/03/2008,192,433.979,825.824,0,0,44,34
08/03/2008,172,321.979,474.082,0,0,70,23
09/03/2008,150,438.798,243.208,0,0,52,23
10/03/2008,117,497.374,692.964,0,0,23,70
11/03/2008,113,344.556,713.294,0,0,39,86
12/03/2008,146,264.642,783.636,0,0,29,75
13/03/2008,166,334.568,873.221,0,0,45.5,91.4
14/03/2008,171,271.211,807.859,0,0,13.2,170
15/03/2008,186,374.684,1058.667,0,0,36,284
16/03/2008,202,198.163,687.747,0,0,41.936,280.541
17/03/2008,217,385.039,745.815,0,0,34,169
18/03/2008,215,253.467,422.923,0,0,16,82
19/03/2008,199,333.078,692.49,0,0,75,65
20/03/2008,177,153.069,574.72,275.915,224.529,17,133
21/03/2008,181,203.036,581.424,0,0,63.2,71.1
22/03/2008,176,213.501,381.34,0,0,208.9,36.8
23/03/2008,160,212.293,296.136,0,0,145.572,0
24/03/2008,147,240.221,365.888,0,0,210,20
25/03/2008,160,201.411,535.959,0,0,86,3
26/03/2008,164,265.769,578.662,69.282,211.619,37.1,41.8
27/03/2008,165,87.727,420.684,71.131,206.382,54,98
28/03/2008,165,333.189,416.3,66.869,213.415,38.8,67.972
29/03/2008,154,332.765,374.301,0,0,53,43
30/03/2008,153,338.018,192.585,66.121,210.754,46.3,0
31/03/2008,143,491.083,470.294,80.006,211.669,52.5,78.8
01/04/2008,141,314.617,522.362,0,0,53,43
02/04/2008,152,313.888,500.584,112.464,230.527,82,54
03/04/2008,161,533.341,657.661,101.521,230.552,60,104
04/04/2008,166,442.176,649.12,128.694,227.8,72,99
05/04/2008,181,402.852,650.76,66.697,228.788,54.7,98.9
06/04/2008,185,301.584,404.742,21,315.055,54.467,0
07/04/2008,172,471.029,965.075,82.704,236.584,54.572,0
08/04/2008,166,310,894.513,19.975,234.309,75.4,65.1
09/04/2008,187,128.922,884.106,143.778,233.24,30.5,74.7
10/04/2008,195,209.845,798.676,0,0,38,82
11/04/2008,195,183.259,789.555,0,0,62.2,34.1
12/04/2008,192,224.004,505.954,0,0,29.684,65.89
13/04/2008,184,322.66,282.42,0,0,69,5.8
14/04/2008,172,268.961,610.592,0,0,135,71
15/04/2008,177,229.587,309.836,0,0,127.743,0
16/04/2008,200,401.196,561.54,0,0,86,76
17/04/2008,184,360.092,560.233,0,0,87.744,124.3
18/04/2008,175,342.525,721.91,0,0,86.888,141.635
19/04/2008,173,259.413,597.881,0,0,70.6,133
20/04/2008,173,429.866,469.625,0,0,36.922,109.568
21/04/2008,166,390.261,945.537,0,0,13,93
22/04/2008,174,198.362,810.198,0,0,42,112
23/04/2008,183,272.788,803.165,0,0,92,118
24/04/2008,179,597.704,1086.708,0,0,69.4,113.1
25/04/2008,182,539.741,871.119,0,0,105,77
26/04/2008,202,506.286,856.146,0,0,23.1,155.7
27/04/2008,215,435,445,10,0,123.6,60.2
28/04/2008,192,688.018,1017.377,0,0,27,171
29/04/2008,184,436.361,803.372,0,0,64.163,135.313
30/04/2008,205,451.634,490.199,68.975,104.589,88.966,0
01/05/2008,192,426.497,407.215,98.451,240.256,10,0
02/05/2008,162,343.944,632.823,153.053,241.152,15,129
03/05/2008,156,437.355,725.512,121.137,243.79,111.003,93.198
04/05/2008,171,242.432,453.289,170.872,246.399,155.755,137.938
05/05/2008,179,764.684,1223.387,408.594,239.689,279,198
06/05/2008,267,784.242,1430.908,258.38,252.529,170.049,277.054
07/05/2008,318,1375.267,1886.153,196.446,243.207,93,189
08/05/2008,356,1154.636,2150.686,155.913,243.277,51,199
09/05/2008,373,858.079,2104.339,0,0,125,168
10/05/2008,365,885.552,2099.13,0,0,26,190
11/05/2008,369,679.195,1951.051,182.088,245.438,107,62
12/05/2008,361,700.43,1885.209,108.813,246.27,46,158
13/05/2008,352,551.213,2038.902,127.45,246.867,46,46.7
14/05/2008,345,335.897,1818.253,83.356,201.975,20.2,181.3
15/05/2008,322,540.364,1538.548,92.153,249.068,10,170
16/05/2008,280,385.607,1491.437,83.945,250.491,7.5,166.1
17/05/2008,268,385.31,1394.045,86.329,223.872,32.8,221
18/05/2008,263,212.971,1342.241,274.312,252.381,72,126
19/05/2008,267,525.403,1769.972,257.743,252.256,50,169
20/05/2008,289,1296.334,1717.853,197.691,252.481,19,169
21/05/2008,336,1250.839,1766.655,134.819,243.857,87,159
22/05/2008,358,943.152,1678.881,158.026,244.734,33,170
23/05/2008,345,741.193,1328.049,123.095,236.195,20.2,171.9
24/05/2008,309,855.639,1171.03,111.225,218.197,11,161
25/05/2008,285,800,743,113.858,209.512,52.7,42.7
26/05/2008,252,712.657,1340.872,131.899,200.618,3.169,179.868
27/05/2008,258,500.605,1433.302,127.507,201.169,2.569,193.719
28/05/2008,280,657.766,1502.592,106.864,211.48,15,193
29/05/2008,285,514,1670,154.922,212.151,15.059,236
30/05/2008,293,550,1500,253.816,212.216,2,206
31/05/2008,296,1180.738,988.351,216.497,221.704,61.3,187.6
01/06/2008,279,1175,587,199,212,157,147
02/06/2008,257,1370,1163,218.672,192.667,57.7,167.8
03/06/2008,262,919.577,1575.745,222.951,202.115,39,163
04/06/2008,325,1320,1370,194,211,85,194
05/06/2008,359,1100,1390,173,207,111,233
06/06/2008,345,940.419,1469.314,452,415,48,184
07/06/2008,335,1443.906,1238.718,575,417,47,225
08/06/2008,329,1430.122,810.787,565.29,416.088,79,155
09/06/2008,324,1835,1565,724.149,306.518,94,212
10/06/2008,343,2020,1660,943,1222,203.2,136.3
11/06/2008,364,2132.983,1667.252,0,0,117,110
12/06/2008,359,2100,1967,0,0,144.3,120
13/06/2008,371,4050,2188,612,245,150,125.9
14/06/2008,397,4739.78,2174.837,1020,241,245,120
15/06/2008,444,3880.502,2281.044,893,120,180,69
16/06/2008,448,3343.991,2342.81,998,0,117,150
17/06/2008,434,3656.556,2342.202,1412.607,245,136,154
18/06/2008,436,5490,2340,466.575,241,271,175
19/06/2008,497,6840,2405,851,120,433,160
20/06/2008,577,5100,2432,700,474,391,159
21/06/2008,604,4590,2430,647.5,479,287,158
22/06/2008,599,3777.337,2461.998,590,475.9,247,146
23/06/2008,563,3067.469,2490.817,491.85,472.922,263,102
24/06/2008,510,2751.639,2481.547,495,472,217,177
25/06/2008,482,2590,2480,577.2,442.6,247,207
26/06/2008,467,2699.821,2486.953,353,440,288,156
27/06/2008,450,3050,2480,945,436,478,174
28/06/2008,470,4725,2485,1349,443,444,183
29/06/2008,536,4434,2475,906.5,455.6,509,162
30/06/2008,559,3120,2490,469,435,246.4,172.3
01/07/2008,540,2840,2508,581,446,281,239
02/07/2008,537,3910,2500,801,443,215,269
03/07/2008,570,4940,2525,973,478,271,245
04/07/2008,561,4600,2480,778,478,244,250
05/07/2008,601,4150,2455,1329,435,281,78
06/07/2008,669,4970,2440,1983,479,522,120
07/07/2008,758,6520,2520,1217,486,631,273
08/07/2008,829,5245,2525,836,481.4,397,270
09/07/2008,845,4550,2540,272.63,468.408,230,287
10/07/2008,801,3775,2490,512,432,225,298
11/07/2008,726,3425,2480,582,430,165,302
12/07/2008,691,4310,2455,830,435,238,296
13/07/2008,686,5020,2450,682.9,432.9,169,291
14/07/2008,682,4005,2510,287,429,236.2,308.3
15/07/2008,679,3717.458,2494.073,733,483,243,332
16/07/2008,677,5640,2466,827.5,479,163,331
17/07/2008,692,7750,2480,872.7,474.7,249.232,395.591
18/07/2008,750,6960,2500,616.4,232.401,253,259
19/07/2008,805,6456,2500,1174,235,324.6,281
20/07/2008,818,5427,2448,1298,239,289,279
21/07/2008,817,5265,2473,974,476,252,276
22/07/2008,814,4300,2380,416,478,169,531
23/07/2008,782,6500,2400,858,482,127,307
24/07/2008,735,7195,2445,1027,478,241,263
25/07/2008,755,8550,2430,1478,489,400,231
26/07/2008,856,7610,2395,1140.8,491.6,927,207
27/07/2008,930,6335,2415,854,479,945.3,151.14
28/07/2008,927,5550,2400,780,482,567,267
29/07/2008,865,5235,2375,723,485,481,264
30/07/2008,822,5420,2370,642,481,362,265
31/07/2008,805,4280,2350,448,481,290,280
01/08/2008,751,4100,2382,691,481,388,239
02/08/2008,690,3675,2345,520,478,377,255
03/08/2008,655,3615,2360,569,478,232,222
04/08/2008,627,4230,2310,810,477,492.5,254.1
05/08/2008,619,3103.04,2378.703,945,474,463.1,258.2
06/08/2008,631,5000,2360,736,471,519,295
07/08/2008,663,4685,2340,785,465,421.6,160
08/08/2008,707,5510,2340,1723,461,911.9,293
09/08/2008,819,7250,2345,2723.9,432,2989,248
10/08/2008,967,10350,2390,3015,421,2854,269
11/08/2008,1028,9900,2420,1268,428,1698,254
12/08/2008,1027,3037.221,2502.338,1139,429,951,285
13/08/2008,991,5445,2445,1798,437,715,293
14/08/2008,931,5700,2455,1405,441.8,645.8,289.4
15/08/2008,908,5412.373,2495.481,1067,449,460,287
16/08/2008,896,4415,2450,1043,444,482,332
17/08/2008,845,4140,2430,1044,433,419,408
18/08/2008,767,4740,2425,1102,421,266,303
19/08/2008,676,4363.888,2467.037,783,417,296,286
20/08/2008,606,4010,2385,780,415,330,250
21/08/2008,570,3531.402,2431.894,842,412,226,216
22/08/2008,546,3432.963,2434.093,525,411,194.6,277.9
23/08/2008,530,3170,2380,602,409,185.1,121.7
24/08/2008,514,3030,2390,475,409,286,48
25/08/2008,490,3020,2400,662,410,302,197
26/08/2008,482,3130,2378,911,403,406,232
27/08/2008,503,3150,2330,907,402,763,185
28/08/2008,550,3890,2370,1461,389,1377,260
29/08/2008,592,3120,2390,1103,387,1039,244
30/08/2008,628,2710,2355,1020,375,544.7,237.2
31/08/2008,610,3810,2370,1650,391,888,127
01/09/2008,622,4210,2350,1078,387,854.6,185.3
02/09/2008,670,3875,2335,255.327,363.765,618,70
03/09/2008,632,3900,2270,974,618,539,218
04/09/2008,613,4420,2295,993,394,848,213
05/09/2008,646,5035,2300,701,395,615,211
06/09/2008,700,4268.282,2242.154,855,383,505,204
07/09/2008,690,3750,2260,926,384,438,189
08/09/2008,649,3650,2250,934.5,393.5,514,264
09/09/2008,620,3680,2220,418,384,385.7,268.7
10/09/2008,634,3520,2257,765,374,374,283.6
11/09/2008,640,3340,2270,594,376,527,329
12/09/2008,638,3010,2255,487,376,294,338
13/09/2008,591,2910,2240,487,377,293,283
14/09/2008,523,2452.386,2203.446,480,370,247,344
15/09/2008,491,2400,2230,593,376,193.494,247.021
16/09/2008,464,2170.93,2145.996,343,375,296,233
17/09/2008,451,2310,2245,343.3,379,222,265
18/09/2008,441,2180,2235,307,375,181,278.6
19/09/2008,430,2065,2210,304,372,167.6,264.6
20/09/2008,423,1980,2245,340,372,180,223
21/09/2008,420,1773.505,2146.217,376,376,214,44
22/09/2008,406,2005,2165,340,372,107,97
23/09/2008,395,1940,2230,304,376,100,357
24/09/2008,406,1780,2220,724.896,385,117,346
25/09/2008,417,4340,2260,752,392,294,337
26/09/2008,481,5660,2260,1536,376,872,302.6
27/09/2008,630,5055,2255,1527,386,1856.6,357
28/09/2008,782,4410,2220,788,0,1245.3,352.7
29/09/2008,784,3190,2265,798,367,582.5,349.8
30/09/2008,707,2580,2202,684,353.332,433,339.5
01/10/2008,600,2550,2330,597,366,264,254
02/10/2008,548,2135,2245,512,366,281,215
03/10/2008,512,2220,2150,475,367,299,289
04/10/2008,482,2085.061,2135.022,764,367,358,348
05/10/2008,467,2950,2210,690,374,442,348
06/10/2008,495,3100,2170,546.7,373,388.6,348.6
07/10/2008,548,2320,2230,370,366,258,304
08/10/2008,531,2150,2220,227,366,115,329
09/10/2008,477,1992,2210,299,366,332,350
10/10/2008,447,1980,2240,300,366,233,335
11/10/2008,436,1820,2180,335,366,194,335
12/10/2008,425,1480,1690,263,366,146.2,330
13/10/2008,395,1530,1380,299,367,166,321
14/10/2008,348,1588,1446,335.8,367,182.4,227.6
15/10/2008,338,1630,1538,371.7,367.6,143,188
16/10/2008,339,1645,1617,172,96,143,188
17/10/2008,343,1580,1670,111,184.545,173,218
18/10/2008,341,1560,1650,143,103,169,159
19/10/2008,334,1580,1310,111,149.697,150,85
20/10/2008,310,1134.084,1309.252,100,226.035,150,85
21/10/2008,301,1250,1240,100,367,176,166
22/10/2008,298,1380,1265,197,371,187,204
23/10/2008,289,1415,1400,374,370,886,213
24/10/2008,302,1920,1605,453,369,664.3,264
25/10/2008,375,1720,1750,413,369,302.7,264.1
26/10/2008,409,1600,1565,373,369,358,348
27/10/2008,380,1590,1570,282.307,365.552,415,348
28/10/2008,378,1600,1520,373,369,387,349
29/10/2008,403,1645,1840,266,369,218.9,348.6
30/10/2008,420,1560,1670,265,368,248,349
31/10/2008,455,3045,1775,460.596,322.262,609,348
01/11/2008,605,2350,2210,853,303,551.4,317.4
02/11/2008,648,2320,2230,2430,266.728,681.9,332.5
03/11/2008,670,4020,2230,2202,291,1067,320
04/11/2008,861,6830,2275,2042,345,992,283
05/11/2008,980,4885,2260,1022,184,462,322
06/11/2008,938,4130,2265,1028,306,337,327
07/11/2008,861,5300,2230,1218,377,781,341
08/11/2008,854,4530,2235,1205,346,149,340
09/11/2008,830,3155,2250,917,372,374,331
10/11/2008,745,2935,2113,841,322,323,342
11/11/2008,679,2390,2165,782,310,279,348
12/11/2008,621,2370,2220,722,355,270,345
13/11/2008,580,2201.502,2201.502,602,353,241,345
14/11/2008,540,2200,2120,392.701,299.744,327,345
15/11/2008,509,1980,2225,528,316,344.123,402.976
16/11/2008,494,1978.031,2204.142,509,318.6,280,322
17/11/2008,489,1600,2070,433,371,160,346
18/11/2008,472,1450,1790,235,370,217,347
19/11/2008,443,1568.409,1293.287,374,370,192.4,294.3
20/11/2008,403,1625,1430,454,370,364.6,354.6
21/11/2008,385,1390,1465,375,370,248.4,349.6
22/11/2008,377,1360,1150,295,370,193,349
23/11/2008,353,1510,1430,210,134,129.5,341
24/11/2008,344,1444.394,1695.035,303.7,370.7,130,341
25/11/2008,354,1140,1445,372,368,58,352
26/11/2008,361,1010,1020,138,327.826,178,168
27/11/2008,335,1060,930,302,130,166,128
28/11/2008,304,1202.739,927.299,304,371,145,80
29/11/2008,286,1187.063,1111.875,303,326,148.2,27.9
30/11/2008,287,1218.87,1193.801,330,297,120.8,28.9
01/12/2008,286,1100,1350,221,288,115,203
02/12/2008,292,1150,1650,267,370,91,109
03/12/2008,299,1216.451,1416.784,227,365,187,66
04/12/2008,300,1128.737,1228.827,114,181,179,113
05/12/2008,297,1057.327,1282.341,301,368,73,118
06/12/2008,286,913.198,1162.908,264,366,127,172
07/12/2008,284,935,618,246,371,130,9.2
08/12/2008,254,1142.598,942.548,193,296,140.6,75
09/12/2008,234,955.548,905.504,275,343,60,133
10/12/2008,240,610.503,985.526,173,139,104,97
11/12/2008,254,597.201,921.637,312,219.61,191,70
12/12/2008,264,534.376,783.573,307,347,106,94
13/12/2008,255,524.073,748.077,116,201,123,113
14/12/2008,247,471.389,645.434,203,96,123,113
15/12/2008,238,554.277,678.498,200,90,86,131
16/12/2008,241,505.547,629.689,173,186,116.2,217
17/12/2008,229,443.022,443.022,174,233,52,153
18/12/2008,209,704.791,431.575,155.186,180.914,135.7,153.3
19/12/2008,197,686.338,412.733,205.262,169.188,28,118
20/12/2008,190,689.185,390.264,111,0,106,124
21/12/2008,179,597.001,322.584,111,0,73.785,73.785
22/12/2008,161,753.652,503.845,102,0,177,139
23/12/2008,168,832.314,632.238,191.179,27.347,87,104
24/12/2008,186,771.498,796.519,173.6,0,81,153
25/12/2008,206,734.135,734.135,95,184,105,95
26/12/2008,211,767.238,742.217,201,128,107,42
27/12/2008,203,675.308,750.36,151,160,72,8
28/12/2008,214,653.34,653.34,188,184,169,104
29/12/2008,211,667.396,717.415,134.559,162.046,76,65
30/12/2008,207,547.5,697.48,184,171,103,66
31/12/2008,199,675.42,550.444,143,156,103.3,65.7
01/01/2009,200,684.83,509.73,129,160,85,48
02/01/2009,189,526.551,676.647,158,144.5,98,61
03/01/2009,183,585.318,835.221,132,92,90,80
04/01/2009,189,549.756,549.756,120,80,80,70
05/01/2009,181,645.451,645.451,123,123,90,80
06/01/2009,167,643.227,768.059,131,146,80.4,153.3
07/01/2009,184,642.475,842.038,153,127,53,153
08/01/2009,200,640.696,715.479,142,138,81.2,153.9
09/01/2009,203,945.82,596.584,129,60,84,47
10/01/2009,199,725.866,401.013,107.215,0,60,105
11/01/2009,196,766.154,465.808,112,108,83.6,18.5
12/01/2009,184,590.085,715.285,129,116,66.3,56.3
13/01/2009,184,445.75,670.908,133,112,52.8,97.9
14/01/2009,190,621.808,546.784,102,133,75,65
15/01/2009,175,485.409,635.428,97,164,61,134
16/01/2009,170,634.019,683.999,56.125,0,54,153
17/01/2009,170,674.748,1049.193,56.125,0,75,175
18/01/2009,186,522.313,1144.784,171,310,25,234
19/01/2009,210,528.409,1247.963,210,375,81,234
20/01/2009,234,427.468,996.23,210.375,352.776,57.56,235
21/01/2009,237,246.383,911.895,270,326,79.89,205.5
22/01/2009,223,703.913,1146.288,105,159,52,231
23/01/2009,227,472.777,963.086,201,375,51.2,176
24/01/2009,230,237.923,849.005,115,271,66.331,173.852
25/01/2009,219,640.475,738.062,164,320,31.1,77
26/01/2009,206,455.365,650.385,97,235,109.9,127
27/01/2009,196,466.618,661.433,154,123,2.5,126
28/01/2009,188,347.471,663.607,159,110,66,137
29/01/2009,182,434.997,410.698,128,17,65,28
30/01/2009,160,522.618,255.118,41,74.925,83,19
31/01/2009,128,378.978,232.906,106,93,57,47
01/02/2009,105,704.14,1239.174,97,110,2,233
02/02/2009,153,562.168,1337.628,156.818,183.441,58,238
03/02/2009,213,607.989,1307.912,134,183,62.8,318.6
04/02/2009,235,725.585,1278.777,138,383,11.3,318.8
05/02/2009,249,607.53,1398.277,105,385,7,365
06/02/2009,267,353.282,902.342,122,385,6,336
07/02/2009,261,584.188,893.776,129,356,4,306
08/02/2009,244,645.75,1097.249,128,338,70.4,344.8
09/02/2009,239,586.101,1391.156,170,388,56,363
10/02/2009,262,292.121,1281.479,113,326,35.5,332
11/02/2009,266,377.18,564.988,108,228,110,110
12/02/2009,226,485.259,532.179,105,145,36,153
13/02/2009,175,620.521,597.063,127,194,90,80
14/02/2009,149,386.292,503.552,89,140,66,107
15/02/2009,140,298.415,321.857,74,16,12,104
16/02/2009,128,524.968,735.804,117,139,47,164
17/02/2009,141,441.783,722.494,50,126,40.3,181.5
18/02/2009,172,621.567,1298.043,105,261,7,283
19/02/2009,208,387.709,1385.794,126,398,50.2,289.4
20/02/2009,244,380.1,888.454,101.41,309.224,42,231
21/02/2009,238,447.941,885.725,95.166,310.091,59.9,297.5
22/02/2009,223,440.244,371.197,74.406,255.308,3,190
23/02/2009,204,381.109,565.169,123,205,75,115
24/02/2009,178,394.017,577.872,198,320,10,152
25/02/2009,166,210.367,531.619,110,200,56,168
26/02/2009,165,194.645,675.344,93,199,11.2,147
27/02/2009,160,68.792,730.289,71.909,233.575,41,154
28/02/2009,165,700.637,405.272,105,234,17.8,153
01/03/2009,162,228.019,273.495,123,236,115.761,139.97
02/03/2009,147,320.829,389.019,136,249,11,171
03/03/2009,148,285.366,353.527,104,257,37,172
04/03/2009,160,314.496,314.496,220,120,113,149
05/03/2009,164,406.126,383.409,135,135,10,116
06/03/2009,159,376.569,444.711,82,108,36.3,122.2
07/03/2009,155,271.559,248.848,62,105,21.884,117.3
08/03/2009,151,345.294,231.692,105,68,38,54
09/03/2009,138,396.507,487.395,138,203,53.9,139
10/03/2009,137,266.266,629.305,50,219,54,150
11/03/2009,150,333.363,650.348,84,158,44.107,162.584
12/03/2009,153,508.944,734.977,91,157,65,126
13/03/2009,146,261.275,532.091,57,154,32,140
14/03/2009,146,424.679,424.679,89,60,39,53
15/03/2009,131,269.613,337.245,68,39,13.7,74.4
16/03/2009,108,475.008,632.703,84,118,40,124
17/03/2009,126,322.509,592.478,46,120,50,181
18/03/2009,140,225.217,696.551,78,136,61,261
19/03/2009,154,191.855,818.1,66,164,17.9,197.646
20/03/2009,160,226.819,939.447,68,189,10,182
21/03/2009,170,138.818,914.493,64,196,26,178
22/03/2009,175,306.847,505.671,78,104,33.7,92.7
23/03/2009,157,221.832,948.63,54,190,63,190
24/03/2009,156,227.101,841.039,187,250,30.1,203
25/03/2009,166,206.581,752.614,131,228,24,241.5
26/03/2009,167,188.584,819.469,70,254,14,252
27/03/2009,172,414.645,826.521,75,220,56,158
28/03/2009,172,143.276,640.313,50.4,179.5,27.1,196.8
29/03/2009,169,319.537,341.109,54,119,32.9,119.4
30/03/2009,156,249.072,572.264,131,150,49.9,240.4
31/03/2009,165,274.337,467.905,77,159,27.4,150
01/04/2009,167,215.156,537.193,128,210,76.7,199
02/04/2009,163,362.343,555.219,135,212,126.7,182.9
03/04/2009,184,520.251,520.251,233,283,108,164
04/04/2009,188,380.443,337.604,96,160.5,165,67
05/04/2009,185,603.055,302.824,169,101,215.4,72.9
06/04/2009,173,658.452,529.589,167,71,154.2,56.2
07/04/2009,185,745.254,594.768,227,103,84,163
08/04/2009,194,491.982,599.488,88,117,103,181
09/04/2009,186,573.375,766.684,0,0,70,170
10/04/2009,180,899.659,942.581,43.4,252,103.1,5
11/04/2009,190,608.967,737.657,187,306,287.984,0
12/04/2009,191,710.187,495.64,165,267,0,0
13/04/2009,183,644.048,1158.422,126,266,85,120
14/04/2009,202,586.757,949.987,162,219,92.8,149.5
15/04/2009,227,449.388,726.527,121,359,70,238
16/04/2009,226,520.494,797.09,129,249,43,188
17/04/2009,217,545.721,864.197,128,360.5,51,195
18/04/2009,210,459.865,925.657,118.5,369.5,63.814,129.676
19/04/2009,206,542.001,943.027,132,409,69,103
20/04/2009,202,362.948,1014.766,134,419,32,110
21/04/2009,201,394.775,1064.385,114,410,39,116
22/04/2009,202,175.192,924.577,131,444,30,129
23/04/2009,190,394.799,974.779,121,410,40,117
24/04/2009,186,541.858,1098.742,128,459,41,127
25/04/2009,191,267.948,576.317,103,424,109,143
26/04/2009,189,416.057,395.522,98,323,89,79
27/04/2009,173,303.286,569.998,85,396,36,112
28/04/2009,177,369.311,737.709,120,405,62,138
29/04/2009,194,370.603,656.416,99,232,20,181.7
30/04/2009,209,1096.54,647.123,127,156,62.2,201
01/05/2009,206,574.093,512.688,126,233,72,190
02/05/2009,205,920.774,510.674,102,123,150,140
03/05/2009,195,927.697,433.882,150,199,62.808,169.071
04/05/2009,181,571.465,1065.28,118,234,33,235
05/05/2009,196,657.183,1680.029,124,234,25,288
06/05/2009,237,464.967,1923.774,154,357,38,340
07/05/2009,278,486.693,1928.868,190,482,10,414
08/05/2009,321,650.359,1898.619,191,485,64.3,421
09/05/2009,350,694.296,2280.489,425,486,50,42
10/05/2009,394,166.208,1596.924,444,486,10,387.2
11/05/2009,383,593.966,1321.83,488,397,63,388
12/05/2009,344,595.041,1375.172,715,487,200,307
13/05/2009,361,608.298,1345.369,621,484,327,258
14/05/2009,405,811.139,1337.309,417,484,376,268
15/05/2009,387,1070.188,1724.363,749,488,471,283
16/05/2009,408,1666.994,2224.588,1756,471,619,283
17/05/2009,517,2758.17,1995.402,1430,456,398,329
18/05/2009,551,3759.801,2123.381,932,449,712.247,451.46
19/05/2009,551,2890,2100,672,445,320,290
20/05/2009,521,2314.46,2085.301,691,436,233.61,454.534
21/05/2009,473,1662.01,2081.782,785,434,138,387
22/05/2009,441,1481.899,2335.687,567,436,83,388
23/05/2009,423,963,2395,505,436,51,312
24/05/2009,415,920,2220,359,663,52,390
25/05/2009,415,591.693,2057.049,376,661,71,328
26/05/2009,408,1072.123,1308.304,415,666,69,400
27/05/2009,376,1244.526,1588.738,365,671,99.7,370
28/05/2009,377,1470.721,2119.737,336,676,268.3,351.3
29/05/2009,410,1621.138,2408.732,335,682,513,298
30/05/2009,464,1300,2400,321,689,307,372
31/05/2009,511,1210,2370,273,696,177,371
01/06/2009,478,1089,2150,224,705,126,375
02/06/2009,433,1176,2035,281,707,167,376
03/06/2009,411,1313,2118,439,685,450,312
04/06/2009,462,2410,1836,360,727,213,312
05/06/2009,492,1880,2325,321.736,720.932,152,378
06/06/2009,482,1592.573,2384.03,253,747,32,381
07/06/2009,459,1518,2333,224,760,67,381
